gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
C,2,Göran Hägglund,KD,Martin Ådahl,23,Fredrik Reinfeldt,111,122,14610101,18,22,Cecilia Wikström,11,30,FP,C,2,M,KD,M,1,Fagerlid,,FP,23,,,
C,1,Jan Björklund,FP,Anders Wijkman,18,Fredrik Reinfeldt,110,96,14610102,,32,Fredrick Federley,9,50,FP,KD,4,M,KD,M,2,Holm-Järn,16,C,27,,,
,2,Ibrahim Baylan,S,Birgitta Olsson,28,Stefan Löfven,95,125,14610105,22,31,Hans Linde,12,27,V,FP,,S,FP,S,2,Mellerud,,V,21,,,
,9,Tomas Tobé,M,Martin Ådahl,15,Annie Lööf,90,78,14610309,,25,Carl Bildt,7,112,C,C,,M,,C,,Bolstad,,M,29,,,
C,1,Jan Björklund,FP,Anders Wijkman,19,Fredrik Reinfeldt,100,59,14610611,19,20,Fredrick Federley,7,82,FP,KD,6,M,KD,M,2,Ör,19,C,31,,,
C,1,Jan Björklund,FP,Anders Wijkman,22,Fredrik Reinfeldt,89,87,14610714,21,32,Fredrick Federley,9,47,FP,KD,4,M,KD,M,2,Rostock-Dalskog,26,C,25,,,
,0,Mats Pertoft,MP,Magdalena Andersson,28,Stefan Löfven,77,159,14610918,19,29,Bodil Ceballos,16,18,MP,S,,S,,S,,Skållerud,19,MP,,,,
,2,Ibrahim Baylan,S,Åsa Romson,19,Stefan Löfven,92,138,14620101,31,39,Hans Linde,13,,V,MP,,S,MP,S,1,Göta,15,V,15,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,23,Stefan Löfven,91,173,14620102,29,33,Hans Linde,15,,V,S,,S,,S,,Lilla Edet Södra,,V,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,20,Stefan Löfven,73,169,14620103,34,35,Bodil Ceballos,16,,MP,S,,S,,S,,Lilla Edet Norra,18,MP,,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,26,Stefan Löfven,75,127,14620305,23,36,Cecilia Wikström,12,26,V,V,2,S,MP,S,1,S:t Peder,19,FP,17,,,
SD,1,Jan Björklund,FP,Björn Söder,21,Fredrik Reinfeldt,80,127,14620506,22,43,Fredrick Federley,7,39,FP,SD,3,M,C,M,3,Ale-Skövde,,C,17,,,
C,9,Jan Björklund,FP,Åsa Romson,19,Fredrik Reinfeldt,86,102,14620608,23,42,Fredrick Federley,1,38,M,MP,3,MP,FP,M,1,Västerlanda,21,C,18,,,
FP,2,Mats Pertoft,MP,Birgitta Olsson,26,Stefan Löfven,81,125,14620712,27,34,Hans Linde,11,34,V,FP,2,S,MP,S,1,Hjärtum-Utby,22,V,,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,21,Stefan Löfven,88,172,14620713,27,41,Hans Linde,15,,V,S,,S,,S,,Ström,,V,,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,31,Stefan Löfven,91,140,14630101,16,18,Cecilia Wikström,12,15,V,V,2,S,MP,S,1,Kinna centrum,16,FP,22,,,
,2,Ibrahim Baylan,S,Åsa Romson,24,Stefan Löfven,89,133,14630102,23,18,Hans Linde,12,17,V,MP,,S,MP,S,2,Kinna-Näs-Vallås,27,V,18,,,
,2,Ibrahim Baylan,S,Åsa Romson,26,Stefan Löfven,79,141,14630103,28,18,Hans Linde,12,16,V,MP,,S,MP,S,2,Kinna-Rydal-Kinnaström,26,V,15,,,
,3,Tomas Tobé,M,Anders Wijkman,36,Fredrik Reinfeldt,119,116,14630104,22,,Cecilia Wikström,12,15,FP,KD,,M,KD,M,1,Kinna-Marieberg-Kinnahult,19,FP,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,22,Stefan Löfven,66,182,14630105,22,17,Jan Eliasson,16,,,S,,S,,S,,Kinna-Aspäng,21,S,19,,,
,1,Ibrahim Baylan,S,Åsa Romson,40,Stefan Löfven,80,141,14630307,19,18,Hans Linde,14,14,V,MP,,S,MP,S,1,Skene-Sandvallsäng,21,V,16,,,
,1,Mats Pertoft,MP,Magdalena Andersson,31,Stefan Löfven,71,170,14630308,22,26,Bodil Ceballos,15,,MP,S,,S,,S,,Skene-Hedbo,29,MP,,,,
,3,Tomas Tobé,M,Anders Wijkman,39,Fredrik Reinfeldt,118,102,14630309,19,,Cecilia Wikström,11,29,FP,KD,,M,KD,M,2,Örby-Krok-Brättingstorp,15,FP,27,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,48,185,14630328,27,25,Jan Eliasson,16,,,S,,S,,S,,Skene-Assberg,27,S,17,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,36,Stefan Löfven,75,134,14630329,16,17,Cecilia Wikström,12,17,V,V,2,S,MP,S,1,Örby centrum,23,FP,31,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,31,Fredrik Reinfeldt,98,92,14630411,18,27,Fredrick Federley,10,40,FP,FP,3,M,KD,M,1,Ubbhult-Sätila,22,C,21,,,
C,1,Jan Björklund,FP,Anders Wijkman,24,Fredrik Reinfeldt,102,85,14630430,17,22,Fredrick Federley,9,50,FP,KD,4,M,KD,M,2,Sätila,22,C,27,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,92,89,14630513,19,20,Fredrick Federley,8,55,FP,FP,4,M,KD,M,2,Hyssna,19,C,30,,,
,1,Mats Pertoft,MP,Magdalena Andersson,15,Stefan Löfven,79,156,14630615,30,25,Bodil Ceballos,15,,MP,S,,S,,S,,Fritsla,27,MP,17,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,26,Stefan Löfven,84,118,14630716,25,19,Bodil Ceballos,11,24,V,FP,2,S,MP,S,2,Skephult-Fritsla,28,MP,25,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,26,Fredrik Reinfeldt,88,84,14630918,15,33,Fredrick Federley,7,58,FP,FP,5,M,KD,M,2,Berghem-Hajom,16,C,29,,,
C,1,Jan Björklund,FP,Anders Wijkman,23,Fredrik Reinfeldt,94,99,14631019,15,30,Fredrick Federley,8,55,FP,KD,5,M,KD,M,2,Fotskäl-Tostared-Björketorp,,C,33,,,
C,1,Jan Björklund,FP,Anders Wijkman,21,Fredrik Reinfeldt,97,94,14631423,19,21,Fredrick Federley,8,54,FP,KD,4,M,KD,M,3,Horred-Öxnevalla-Istorp,,C,43,,,
,5,Ibrahim Baylan,S,Martin Ådahl,21,Stefan Löfven,82,119,14631626,,21,Carl Bildt,6,87,M,C,,S,C,S,5,Svansjö,,M,19,,,
,2,Tomas Tobé,M,Birgitta Olsson,33,Fredrik Reinfeldt,116,119,14650111,,35,Fredrick Federley,10,46,FP,FP,,M,C,M,4,Svenljunga-Ullasjö,,C,,,,
C,2,Göran Hägglund,KD,Martin Ådahl,31,Fredrik Reinfeldt,114,128,14650115,,30,Cecilia Wikström,11,28,FP,C,2,M,KD,M,1,Svenljunga-Redslared,,FP,18,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,113,101,14650303,,23,Fredrick Federley,9,62,FP,FP,5,M,KD,M,1,Högvad,,C,28,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,19,Fredrik Reinfeldt,105,84,14650505,,23,Fredrick Federley,8,85,FP,FP,6,M,KD,M,1,Kindaholm,15,C,18,,,
,8,Ulrika Carlsson,C,Anders Borg,21,Fredrik Reinfeldt,90,96,14650808,,27,Fredrick Federley,8,92,C,M,,M,,M,,Örsås-Revesjö,,C,23,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,18,Fredrik Reinfeldt,94,104,14651212,15,32,Fredrick Federley,9,54,FP,FP,5,M,KD,M,1,Sexdrega-Roasjö,15,C,17,,,
C,10,Jan Björklund,FP,Åsa Romson,20,Fredrik Reinfeldt,92,118,14651414,19,36,Fredrick Federley,1,28,M,MP,2,MP,FP,M,1,Hillared,16,C,20,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,26,Fredrik Reinfeldt,78,98,14660107,15,23,Fredrick Federley,7,60,FP,FP,5,M,KD,M,2,Herrljunga Västra,24,C,25,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,33,Stefan Löfven,67,128,14660601,23,27,Cecilia Wikström,12,25,V,V,2,S,MP,S,1,Herrljunga Centrum,18,FP,28,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,96,97,14660705,20,27,Cecilia Wikström,10,31,FP,KD,2,M,KD,M,2,Herrljunga Östra,16,FP,31,,,
,1,Tomas Tobé,M,Birgitta Olsson,18,Fredrik Reinfeldt,130,41,14660903,,31,Göran Hägglund,12,92,FP,FP,,M,KD,M,3,Gäsene Östra,,KD,37,,,
C,1,Jan Björklund,FP,Martin Ådahl,20,Fredrik Reinfeldt,82,99,14661406,16,33,Göran Hägglund,8,38,FP,C,3,M,KD,M,4,Ljung,20,KD,41,,,
C,1,Jan Björklund,FP,Martin Ådahl,22,Fredrik Reinfeldt,110,121,14700101,21,18,Göran Hägglund,11,33,FP,C,2,M,KD,M,2,Vara Östra,,KD,24,,,
,1,Tomas Tobé,M,Birgitta Olsson,24,Fredrik Reinfeldt,150,110,14700102,15,,Göran Hägglund,13,22,FP,FP,,M,KD,M,2,Vara Västra,,KD,28,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,17,Fredrik Reinfeldt,120,108,14700204,20,19,Fredrick Federley,11,44,FP,FP,3,M,KD,M,1,Levene,,C,21,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,20,Fredrik Reinfeldt,116,99,14701006,15,22,Fredrick Federley,10,56,FP,FP,4,M,KD,M,1,Arentorp,,C,21,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,114,103,14701210,18,25,Fredrick Federley,10,57,KD,KD,,M,C,M,5,Vedum,17,C,15,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,21,Fredrik Reinfeldt,121,80,14702424,,26,Fredrick Federley,9,70,FP,FP,5,M,KD,M,1,Larv,,C,31,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,121,105,14702725,,25,Fredrick Federley,10,55,FP,FP,4,M,KD,M,1,Skarstad,,C,18,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,119,102,14702927,,24,Fredrick Federley,11,42,FP,FP,3,M,KD,M,1,Kvänum,15,C,24,,,
,2,Ibrahim Baylan,S,Birgitta Olsson,28,Stefan Löfven,92,128,14710111,,15,Bodil Ceballos,12,25,MP,FP,,S,FP,S,2,Sil-Husaby,26,MP,35,,,
,1,Ibrahim Baylan,S,Åsa Romson,26,Stefan Löfven,73,158,14710203,,19,Cecilia Wikström,13,18,MP,MP,,S,FP,S,2,Götene 1,16,FP,39,,,
FP,1,Jan Björklund,FP,Åsa Romson,20,Stefan Löfven,80,138,14710214,15,,Hans Linde,13,36,V,MP,1,S,MP,S,1,Götene 2,21,V,39,,,
FP,1,Jan Björklund,FP,Åsa Romson,19,Stefan Löfven,85,117,14710215,20,22,Hans Linde,13,40,V,MP,1,S,MP,S,1,Götene tredje och Holmestad,20,V,26,,,
,1,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,95,143,14710608,21,,Hans Linde,14,25,V,MP,,S,MP,S,1,Källbyorten,20,V,24,,,
C,1,Jan Björklund,FP,Anders Wijkman,27,Fredrik Reinfeldt,116,89,14710705,,23,Fredrick Federley,10,45,FP,KD,3,M,KD,M,2,Lundsbrunnsorten,19,C,30,,,
,2,Ibrahim Baylan,S,Ulla Andersson,16,Stefan Löfven,89,118,14711513,26,18,Bodil Ceballos,11,28,V,V,,S,MP,S,3,Forshem-Österplana,34,MP,20,,,
SD,2,Richard Jomshof,SD,Birgitta Olsson,25,Fredrik Reinfeldt,83,125,14720101,20,31,Göran Hägglund,7,21,FP,FP,2,M,KD,M,3,Tibro 1,,KD,44,,,
,1,Ibrahim Baylan,S,Åsa Romson,28,Stefan Löfven,75,147,14720102,,22,Cecilia Wikström,13,20,MP,MP,,S,FP,S,2,Tibro 2,15,FP,42,,,
FP,1,Jan Björklund,FP,Åsa Romson,22,Stefan Löfven,78,136,14720103,20,26,Hans Linde,13,17,V,MP,1,S,MP,S,1,Tibro 3,18,V,32,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,28,Stefan Löfven,69,141,14720104,19,23,Cecilia Wikström,13,27,V,V,2,S,MP,S,0,Tibro 4,14,FP,28,,,
C,2,Ulrika Carlsson,C,Birgitta Olsson,30,Fredrik Reinfeldt,97,131,14720106,,16,Göran Hägglund,9,32,FP,FP,2,M,KD,M,3,Tibro 6,,KD,43,,,
C,1,Jan Björklund,FP,Anders Wijkman,23,Fredrik Reinfeldt,106,106,14720205,,23,Fredrick Federley,10,43,FP,KD,3,M,KD,M,2,Tibro 5,19,C,29,,,
,1,Ibrahim Baylan,S,Åsa Romson,16,Stefan Löfven,78,148,14730101,17,21,Hans Linde,14,34,V,MP,,S,MP,S,1,Töreboda Sydvästra,17,V,18,,,
,1,Ibrahim Baylan,S,Åsa Romson,,Stefan Löfven,95,156,14730102,17,20,Hans Linde,14,45,V,MP,,S,MP,S,1,Töreboda Norra,16,V,,,,
,1,Ibrahim Baylan,S,Åsa Romson,,Stefan Löfven,93,155,14730103,20,20,Hans Linde,14,45,V,MP,,S,MP,S,1,Töreboda Östra,16,V,,,,
C,10,Mats Pertoft,MP,Anders Wijkman,,Fredrik Reinfeldt,99,121,14730404,20,29,Fredrick Federley,1,38,M,KD,3,MP,KD,M,2,Moholm,15,C,27,,,
C,1,Jan Björklund,FP,Anders Wijkman,16,Fredrik Reinfeldt,86,105,14731306,19,31,Fredrick Federley,8,58,FP,KD,5,M,KD,M,2,Älgarås,,C,34,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,42,203,14800111,50,38,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Lövgärdets Centrum",16,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,30,244,14800112,42,16,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Övre Lövgärdet",17,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,47,214,14800113,41,24,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Nedre Lövgärdet",23,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,48,178,14800121,43,55,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Södra Rannebergen",25,S,,,,
,3,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,74,146,14800122,40,25,Hans Linde,12,,V,MP,,S,MP,S,1,"Gunnared, Norra Rannebergen",27,V,15,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,45,219,14800131,32,35,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Västra Gårdsten",18,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,35,244,14800132,28,20,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Norra Gårdsten",22,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,17,Stefan Löfven,42,207,14800133,29,22,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Östra Gårdsten",16,S,16,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,53,249,14800134,47,,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Södra Gårdsten",,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,48,200,14800141,41,17,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Angereds Centrum",19,S,24,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,59,187,14800142,38,15,Jan Eliasson,16,,,S,,S,,S,,"Gunnared, Trädgårdsgärdet",28,S,22,,,
,2,Ibrahim Baylan,S,Ulla Andersson,20,Stefan Löfven,96,122,14800211,27,29,Bodil Ceballos,11,,V,V,,S,MP,S,3,"Lärjedalen, Agnesberg",33,MP,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,48,245,14800221,33,,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Västra Hammarkullen",23,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,31,210,14800222,41,18,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Östra Hammarkullen",29,S,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,33,184,14800223,62,20,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Sandeslätt",26,S,24,,,
,2,Tomas Tobé,M,Birgitta Olsson,28,Fredrik Reinfeldt,112,99,14800231,21,31,Göran Hägglund,11,,FP,FP,,M,KD,M,3,"Lärjedalen, Gunnilse-Linnarhult",23,KD,35,,,
C,2,Göran Hägglund,KD,Martin Ådahl,30,Fredrik Reinfeldt,107,88,14800251,25,38,Cecilia Wikström,11,22,FP,C,2,M,KD,M,1,"Lärjedalen, Björsared-Knipared",21,FP,18,,,
KD,11,Mats Pertoft,MP,Anders Wijkman,30,Fredrik Reinfeldt,112,102,14800252,24,35,Cecilia Wikström,1,,M,KD,2,MP,FP,M,2,"Lärjedalen, Olofstorp",23,FP,23,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,62,218,14800261,27,,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Södra Hjällbo",22,S,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,29,258,14800262,44,,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Skolspåret",,S,18,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,32,237,14800263,38,,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Norra Hjällbo",19,S,23,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,36,225,14800264,43,,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Bläsebo",24,S,21,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,46,197,14800271,46,36,Jan Eliasson,16,,,S,,S,,S,,"Lärjedalen, Eriksbo",24,S,,,,
,7,Mats Pertoft,MP,Magdalena Andersson,16,Stefan Löfven,67,104,14800311,60,16,Bodil Ceballos,9,,MP,S,,S,,S,,"Kortedala, Gamlestaden",86,MP,,,,
,4,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,59,134,14800312,71,23,Bodil Ceballos,12,,MP,S,,S,,S,,"Kortedala, Nylöse",62,MP,,,,
,4,Mats Pertoft,MP,Magdalena Andersson,26,Stefan Löfven,66,129,14800313,36,21,Bodil Ceballos,12,,MP,S,,S,,S,,"Kortedala, Kviberg",55,MP,16,,,
,4,Ibrahim Baylan,S,Ulla Andersson,23,Stefan Löfven,65,103,14800314,63,26,Bodil Ceballos,7,,V,V,,S,MP,S,5,"Kortedala, Bellevue",69,MP,,,,
,3,Tomas Tobé,M,Anders Wijkman,40,Fredrik Reinfeldt,112,83,14800321,16,19,Cecilia Wikström,10,16,FP,KD,,M,KD,M,3,"Kortedala, Utbynäs",28,FP,35,,,
,3,Tomas Tobé,M,Birgitta Olsson,43,Fredrik Reinfeldt,111,82,14800322,26,,Göran Hägglund,9,,FP,FP,,M,KD,M,4,"Kortedala, Utby",43,KD,44,,,
,3,Ibrahim Baylan,S,Åsa Romson,27,Stefan Löfven,105,106,14800323,31,18,Hans Linde,10,,V,MP,,S,MP,S,3,"Kortedala, Fjällbo",39,V,23,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,37,181,14800331,64,24,Jan Eliasson,16,,,S,,S,,S,,"Kortedala, Gregorianska gatan m fl",43,S,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,59,174,14800332,41,28,Bodil Ceballos,15,,MP,S,,S,,S,,"Kortedala, Västra Kortedala",31,MP,16,,,
,2,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,48,165,14800333,54,26,Bodil Ceballos,14,,MP,S,,S,,S,,"Kortedala, Östra Kortedala",38,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,37,194,14800334,58,27,Jan Eliasson,16,,,S,,S,,S,,"Kortedala, Kortedala Centrum",33,S,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,70,137,14800335,41,20,Bodil Ceballos,13,,MP,S,,S,,S,,"Kortedala, Södra Kortedala",42,MP,16,,,
,1,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,53,169,14800341,36,38,Bodil Ceballos,15,,MP,S,,S,,S,,"Kortedala, Adventsparken",30,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,43,180,14800342,62,24,Jan Eliasson,16,,,S,,S,,S,,"Kortedala, Norra Kortedala",40,S,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,54,162,14800343,48,34,Bodil Ceballos,15,,MP,S,,S,,S,,"Kortedala, Månadsgatorna m fl",33,MP,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,79,155,14800411,29,24,Bodil Ceballos,16,,MP,S,,S,,S,,"Bergsjön, Gärdsås",22,MP,21,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,29,230,14800412,39,22,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Siriusgatan",29,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,25,221,14800413,39,29,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Gärdsmosse",35,S,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,17,Stefan Löfven,45,137,14800414,56,24,Bodil Ceballos,13,,MP,S,,S,,S,,"Bergsjön, Norra Bergsjön",48,MP,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,35,283,14800421,31,,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Södra Bergsjön",,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,34,273,14800422,22,,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Östra Bergsjön",20,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,24,253,14800423,37,,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Rymdtorget",19,S,16,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,41,241,14800424,40,,Jan Eliasson,16,,,S,,S,,S,,"Bergsjön, Komettorget",27,S,,,,
,4,Tomas Tobé,M,Anders Wijkman,45,Fredrik Reinfeldt,125,58,14800511,23,,Cecilia Wikström,11,24,FP,KD,,M,KD,M,1,"Härlanda, Härlanda",49,FP,25,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,40,Fredrik Reinfeldt,113,60,14800521,28,15,Cecilia Wikström,11,24,FP,KD,1,M,KD,M,1,"Härlanda, Södra Kålltorp",52,FP,17,,,
KD,8,Göran Hägglund,KD,Birgitta Olsson,31,Fredrik Reinfeldt,102,69,14800522,31,15,Bodil Ceballos,5,16,M,FP,0,MP,FP,M,2,"Härlanda, Västra Kålltorp",70,MP,15,,,
,3,Ibrahim Baylan,S,Ulla Andersson,33,Stefan Löfven,81,102,14800523,47,17,Bodil Ceballos,8,,V,V,,S,MP,S,5,"Härlanda, Östra Kålltorp",69,MP,,,,
KD,8,Göran Hägglund,KD,Birgitta Olsson,32,Fredrik Reinfeldt,104,82,14800524,32,,Bodil Ceballos,4,16,M,FP,1,MP,FP,M,2,"Härlanda, Vidkärr",61,MP,22,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,36,Fredrik Reinfeldt,113,90,14800525,28,21,Bodil Ceballos,3,,M,FP,1,MP,FP,M,2,"Härlanda, Munkebäck",43,MP,18,,,
,3,Ibrahim Baylan,S,Ulla Andersson,30,Stefan Löfven,79,107,14800531,39,23,Bodil Ceballos,9,,V,V,,S,MP,S,4,"Härlanda, Torpa",50,MP,21,,,
,4,Tomas Tobé,M,Anders Wijkman,44,Fredrik Reinfeldt,106,92,14800532,26,19,Cecilia Wikström,10,,FP,KD,,M,KD,M,2,"Härlanda, Fräntorp",36,FP,26,,,
,4,Tomas Tobé,M,Anders Wijkman,46,Fredrik Reinfeldt,118,62,14800541,22,,Cecilia Wikström,10,18,FP,KD,,M,KD,M,2,"Härlanda, Södra Björkekärr",52,FP,31,,,
,4,Ibrahim Baylan,S,Ulla Andersson,35,Stefan Löfven,72,75,14800542,49,,Bodil Ceballos,6,21,V,V,,S,MP,S,6,"Härlanda, Västra Björkekärr",71,MP,26,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,30,Stefan Löfven,86,89,14800543,24,27,Bodil Ceballos,8,14,V,FP,2,S,MP,S,5,"Härlanda, Norra Björkekärr",61,MP,18,,,
,3,Ibrahim Baylan,S,Åsa Romson,20,Stefan Löfven,70,125,14800544,41,27,Hans Linde,10,,V,MP,,S,MP,S,3,"Härlanda, Robertshöjd",47,V,19,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,118,74,14800611,28,,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,"Örgryte, Gubbero",54,FP,23,,,
,3,Ibrahim Baylan,S,Åsa Romson,23,Stefan Löfven,103,133,14800612,38,19,Hans Linde,11,,V,MP,,S,MP,S,2,"Örgryte, Olskroken",33,V,,,,
,9,Tomas Tobé,M,Birgitta Olsson,28,Fredrik Reinfeldt,110,95,14800613,44,19,Bodil Ceballos,5,,M,FP,,MP,FP,M,2,"Örgryte, Redberget",53,MP,,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,35,Fredrik Reinfeldt,109,67,14800621,41,,Cecilia Wikström,11,20,FP,KD,1,M,KD,M,1,"Örgryte, Bagaregården",62,FP,15,,,
,3,Tomas Tobé,M,Martin Ådahl,36,Fredrik Reinfeldt,123,68,14800622,38,,Cecilia Wikström,12,19,FP,C,,M,C,M,1,"Örgryte, Ånäs",65,FP,,,,
KD,8,Göran Hägglund,KD,Birgitta Olsson,34,Fredrik Reinfeldt,109,71,14800631,32,16,Bodil Ceballos,5,,M,FP,1,MP,FP,M,2,"Örgryte, Strömmensberg",64,MP,23,,,
,9,Tomas Tobé,M,Birgitta Olsson,35,Fredrik Reinfeldt,113,91,14800632,36,18,Bodil Ceballos,5,,M,FP,,MP,FP,M,2,"Örgryte, Redbergslid",56,MP,,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,37,Fredrik Reinfeldt,114,88,14800641,32,18,Bodil Ceballos,3,,M,FP,1,MP,FP,M,2,"Örgryte, Västra Kallebäck",43,MP,17,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,33,Fredrik Reinfeldt,121,79,14800642,23,17,Cecilia Wikström,12,16,FP,KD,1,M,KD,M,1,"Örgryte, Östra Kallebäck",41,FP,19,,,
,,Tomas Tobé,M,Anders Borg,45,Fredrik Reinfeldt,202,16,14800651,,,Carl Bildt,16,26,,M,,M,,M,,"Örgryte, Södra Skår",23,M,37,,,
