gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
C,1,Jan Björklund,FP,Martin Ådahl,18,Fredrik Reinfeldt,114,93,14150401,19,22,Göran Hägglund,11,30,FP,C,2,M,KD,M,2,Svenshögen-Ucklum,28,KD,25,,,
,2,Jan Björklund,FP,Anders Borg,46,Fredrik Reinfeldt,160,72,14150501,,,Cecilia Wikström,14,23,FP,M,,M,,M,,Getskär-Valeberget,23,FP,25,,,
,2,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,154,70,14150502,,15,Cecilia Wikström,14,21,FP,M,,M,,M,,Anrås-VästraTorp-Saxeröd,30,FP,23,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,130,77,14150503,15,16,Cecilia Wikström,12,24,FP,KD,,M,KD,M,2,Källsby-Sävelycke-Timmervik,27,FP,30,,,
C,1,Jan Björklund,FP,Anders Wijkman,23,Fredrik Reinfeldt,114,84,14150504,16,20,Fredrick Federley,10,39,FP,KD,3,M,KD,M,2,Gilltorp-Rämma-Högen,23,C,30,,,
,3,Jan Björklund,FP,Anders Borg,47,Fredrik Reinfeldt,143,68,14190101,,16,Cecilia Wikström,13,19,FP,M,,M,,M,,Valla 1,23,FP,33,,,
,3,Tomas Tobé,M,Anders Wijkman,42,Fredrik Reinfeldt,123,80,14190102,,17,Cecilia Wikström,11,25,FP,KD,,M,KD,M,2,Valla 2,32,FP,30,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,130,102,14190103,,20,Cecilia Wikström,12,15,FP,KD,,M,KD,M,2,Valla 3,25,FP,27,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,152,59,14190201,,16,Cecilia Wikström,14,16,FP,M,,M,,M,,Skärhamn 1,14,FP,54,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,166,63,14190202,,,Cecilia Wikström,14,24,FP,M,,M,,M,,Skärhamn 2,18,FP,38,,,
,2,Tomas Tobé,M,Birgitta Olsson,35,Fredrik Reinfeldt,118,51,14190203,,17,Göran Hägglund,8,18,FP,FP,,M,KD,M,6,Bleket-Klädesholmen,21,KD,89,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,26,Fredrik Reinfeldt,109,99,14190204,,27,Fredrick Federley,9,38,FP,FP,3,M,KD,M,2,Stenkyrka 1,21,C,29,,,
,3,Tomas Tobé,M,Anders Wijkman,37,Fredrik Reinfeldt,126,88,14190205,,24,Cecilia Wikström,11,24,FP,KD,,M,KD,M,2,Stenkyrka 2,20,FP,30,,,
,10,Tomas Tobé,M,Anders Wijkman,43,Göran Hägglund,95,41,14190301,,,Carl Bildt,6,16,KD,KD,,M,,KD,,Dyrön,,M,154,,,
,,Göran Hägglund,KD,Anders Wijkman,23,Göran Hägglund,93,25,14190302,,,Göran Hägglund,16,,,KD,,KD,,KD,,Åstol,,KD,208,,,
,2,Tomas Tobé,M,Birgitta Olsson,32,Fredrik Reinfeldt,131,62,14190303,,30,Göran Hägglund,9,18,FP,FP,,M,KD,M,5,Rönnäng,,KD,76,,,
,3,Tomas Tobé,M,Anders Wijkman,33,Fredrik Reinfeldt,120,97,14190501,,16,Cecilia Wikström,11,22,FP,KD,,M,KD,M,2,Klövedal,29,FP,32,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,35,Fredrik Reinfeldt,107,75,14210101,16,23,Fredrick Federley,9,49,FP,FP,4,M,KD,M,1,Tegneby,20,C,24,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,125,97,14210201,18,,Cecilia Wikström,12,32,FP,KD,,M,KD,M,2,Röra Östra,21,FP,25,,,
,2,Tomas Tobé,M,Anders Wijkman,32,Fredrik Reinfeldt,136,112,14210202,,,Cecilia Wikström,13,31,FP,KD,,M,KD,M,1,Röra Västra,18,FP,20,,,
,3,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,122,94,14210301,,18,Cecilia Wikström,11,34,FP,KD,,M,KD,M,2,Stala,23,FP,24,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,109,86,14210401,17,19,Fredrick Federley,10,50,FP,FP,4,M,KD,M,1,Långelanda 1,26,C,20,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,35,Fredrik Reinfeldt,121,98,14210402,18,17,Cecilia Wikström,11,22,FP,KD,1,M,KD,M,1,Långelanda 2,22,FP,16,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,112,86,14210501,23,17,Fredrick Federley,11,41,FP,FP,3,M,KD,M,1,Myckleby,26,C,21,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,28,Fredrik Reinfeldt,124,86,14210601,24,18,Cecilia Wikström,12,23,FP,KD,1,M,KD,M,1,Torp,29,FP,17,,,
,3,Jan Björklund,FP,Anders Borg,50,Fredrik Reinfeldt,153,60,14210701,16,26,Cecilia Wikström,13,,FP,M,,M,,M,,Mollösund,16,FP,28,,,
,,Tomas Tobé,M,Anders Borg,22,Fredrik Reinfeldt,197,30,14210901,,,Carl Bildt,16,26,,M,,M,,M,,Gullholmen,,M,74,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,115,121,14211001,,15,Cecilia Wikström,11,21,FP,KD,1,M,KD,M,2,Morlanda Östra,18,FP,28,,,
,1,Tomas Tobé,M,Birgitta Olsson,21,Fredrik Reinfeldt,144,78,14211002,16,15,Göran Hägglund,13,21,FP,FP,,M,KD,M,2,Morlanda Västra,24,KD,30,,,
,1,Jan Björklund,FP,Anders Borg,31,Fredrik Reinfeldt,173,105,14270104,16,,Cecilia Wikström,15,,FP,M,,M,,M,,Kungshamn södra,,FP,24,,,
,2,Tomas Tobé,M,Anders Wijkman,27,Fredrik Reinfeldt,147,129,14270109,17,,Cecilia Wikström,12,,FP,KD,,M,KD,M,2,Kungshamn norra,,FP,29,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,20,Fredrik Reinfeldt,125,94,14270306,19,20,Fredrick Federley,12,30,FP,FP,2,M,KD,M,1,Askum-Tossene,22,C,19,,,
,,Tomas Tobé,M,Anders Borg,50,Fredrik Reinfeldt,193,54,14270401,,,Carl Bildt,16,,,M,,M,,M,,Smögen,,M,52,,,
,1,Ibrahim Baylan,S,Åsa Romson,33,Stefan Löfven,117,125,14270507,,22,Cecilia Wikström,12,,MP,MP,,S,FP,S,3,Hunnebostrand,19,FP,33,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,21,Fredrik Reinfeldt,123,103,14300101,,20,Fredrick Federley,11,41,FP,FP,3,M,KD,M,1,Munkedal 1,16,C,25,,,
,1,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,97,145,14300102,19,18,Cecilia Wikström,13,25,V,V,,S,FP,S,2,Munkedal 2,,FP,20,,,
,2,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,78,139,14300103,25,27,Hans Linde,13,22,V,MP,,S,MP,S,1,Munkedal 3,21,V,19,,,
C,1,Jan Björklund,FP,Anders Wijkman,18,Fredrik Reinfeldt,93,114,14300505,17,34,Fredrick Federley,9,48,FP,KD,4,M,KD,M,2,Munkedal 5,,C,25,,,
C,1,Jan Björklund,FP,Anders Wijkman,16,Fredrik Reinfeldt,94,112,14300506,22,31,Fredrick Federley,9,48,FP,KD,4,M,KD,M,2,Munkedal 6,,C,26,,,
,8,Ulrika Carlsson,C,Anders Borg,,Fredrik Reinfeldt,86,90,14300808,,33,Fredrick Federley,8,93,C,M,,M,,M,,Munkedal 8,,C,47,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,32,Fredrik Reinfeldt,104,117,14350203,,,Fredrick Federley,9,60,FP,FP,4,M,KD,M,1,Tanumshede,18,C,18,,,
,3,Jan Björklund,FP,Anders Borg,52,Fredrik Reinfeldt,148,69,14350204,,15,Cecilia Wikström,13,22,FP,M,,M,,M,,Grebbestad,26,FP,17,,,
,3,Tomas Tobé,M,Anders Wijkman,33,Fredrik Reinfeldt,128,75,14350301,,,Cecilia Wikström,12,69,FP,KD,,M,KD,M,1,Tanum-Lur,21,FP,23,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,19,Fredrik Reinfeldt,113,71,14350401,,28,Fredrick Federley,8,101,FP,FP,7,M,KD,M,0,Bullaren,,C,17,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,29,Fredrik Reinfeldt,111,85,14350601,19,,Fredrick Federley,9,44,FP,FP,3,M,KD,M,2,Hamburgsund,34,C,27,,,
,8,Ulrika Carlsson,C,Anders Borg,25,Fredrik Reinfeldt,90,72,14350603,,27,Fredrick Federley,8,98,C,M,,M,,M,,Kville-Rabbalshede,18,C,19,,,
,3,Jan Björklund,FP,Anders Borg,41,Fredrik Reinfeldt,137,73,14350701,19,,Cecilia Wikström,13,33,FP,M,,M,,M,,Fjällbacka,16,FP,30,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,109,84,14380104,,25,Fredrick Federley,8,91,KD,KD,,M,C,M,7,Håbol,15,C,25,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,114,101,14380205,33,26,Fredrick Federley,10,55,KD,KD,,M,C,M,5,Nössemark,,C,20,,,
C,1,Jan Björklund,FP,Martin Ådahl,16,Fredrik Reinfeldt,100,112,14380301,16,19,Göran Hägglund,9,35,FP,C,3,M,KD,M,3,Dals-Ed 1,15,KD,36,,,
C,1,Jan Björklund,FP,Anders Wijkman,22,Fredrik Reinfeldt,95,117,14380302,,27,Fredrick Federley,8,52,FP,KD,4,M,KD,M,3,Dals-Ed 2,,C,36,,,
C,1,Jan Björklund,FP,Anders Wijkman,21,Fredrik Reinfeldt,99,77,14380403,,19,Fredrick Federley,7,99,FP,KD,6,M,KD,M,2,Töftedal-Gesäter,,C,34,,,
,10,Tomas Tobé,M,Martin Ådahl,,Annie Lööf,96,60,14380606,,22,Carl Bildt,6,136,C,C,,M,,C,,Rölanda,,M,35,,,
,,Ibrahim Baylan,S,Magdalena Andersson,21,Stefan Löfven,76,180,14390101,,35,Jan Eliasson,16,21,,S,,S,,S,,Färgelanda 1,,S,16,,,
SD,1,Jan Björklund,FP,Björn Söder,16,Fredrik Reinfeldt,85,127,14390112,21,32,Fredrick Federley,8,45,FP,SD,2,M,C,M,3,Färgelanda 2-Stigen,,C,23,,,
SD,1,Jan Björklund,FP,Björn Söder,18,Fredrik Reinfeldt,85,156,14390205,,27,Fredrick Federley,8,45,FP,SD,2,M,C,M,3,Ödeborg-Torp,,C,18,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,123,51,14390407,,32,Fredrick Federley,7,117,KD,KD,,M,C,M,8,Rännelanda-Lerdal-Järbo-Råggärd,,C,26,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,102,88,14390811,,34,Fredrick Federley,8,84,FP,FP,6,M,KD,M,1,Högsäter,,C,18,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,28,Fredrik Reinfeldt,120,115,14400101,24,16,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,Nödinge södra,26,MP,20,,,
,2,Tomas Tobé,M,Anders Wijkman,25,Fredrik Reinfeldt,132,93,14400102,28,17,Cecilia Wikström,13,16,FP,KD,,M,KD,M,1,Nödinge östra,17,FP,21,,,
,2,Ibrahim Baylan,S,Åsa Romson,24,Stefan Löfven,93,136,14400103,24,28,Hans Linde,12,,V,MP,,S,MP,S,2,Surte norra,29,V,15,,,
,2,Ibrahim Baylan,S,Åsa Romson,25,Stefan Löfven,95,125,14400104,22,33,Hans Linde,12,,V,MP,,S,MP,S,2,Surte södra,28,V,21,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,29,Stefan Löfven,109,130,14400105,16,27,Cecilia Wikström,12,,V,V,2,S,MP,S,1,Bohus södra,17,FP,21,,,
,2,Ibrahim Baylan,S,Åsa Romson,17,Stefan Löfven,87,151,14400106,32,43,Hans Linde,13,,V,MP,,S,MP,S,1,Bohus norra,19,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,62,184,14400107,29,42,Jan Eliasson,16,,,S,,S,,S,,Nödinge centrum,17,S,15,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,17,Fredrik Reinfeldt,97,95,14400210,18,38,Fredrick Federley,10,46,FP,FP,4,M,KD,M,1,Skepplanda norra - Hålanda,16,C,22,,,
FP,2,Jan Björklund,FP,Åsa Romson,20,Stefan Löfven,102,112,14400311,26,32,Hans Linde,12,20,V,MP,1,S,MP,S,1,Skepplanda östra,19,V,18,,,
C,2,Göran Hägglund,KD,Martin Ådahl,30,Fredrik Reinfeldt,101,93,14400312,26,34,Cecilia Wikström,11,29,FP,C,2,M,KD,M,1,Skepplanda västra,15,FP,21,,,
,2,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,117,74,14400414,19,39,Fredrick Federley,10,49,KD,KD,,M,C,M,4,Starrkärr,18,C,33,,,
,3,Tomas Tobé,M,Anders Wijkman,35,Fredrik Reinfeldt,111,102,14400515,,19,Cecilia Wikström,10,19,FP,KD,,M,KD,M,3,Älvängen centrum,23,FP,40,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,114,100,14400516,19,20,Cecilia Wikström,11,17,FP,KD,1,M,KD,M,2,Älvängen södra,24,FP,24,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,23,Stefan Löfven,107,117,14400517,15,18,Cecilia Wikström,12,23,V,V,2,S,MP,S,1,Älvängen norra,22,FP,24,,,
,2,Ibrahim Baylan,S,Åsa Romson,23,Stefan Löfven,94,142,14400518,26,41,Hans Linde,13,,V,MP,,S,MP,S,1,Nol norra,23,V,,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,31,Stefan Löfven,100,132,14400519,21,25,Cecilia Wikström,12,,V,V,2,S,MP,S,1,Nol södra,20,FP,20,,,
,1,Ibrahim Baylan,S,Ulla Andersson,19,Stefan Löfven,100,133,14400520,22,26,Bodil Ceballos,13,,V,V,,S,MP,S,2,Alafors,29,MP,20,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,29,Fredrik Reinfeldt,118,80,14410101,27,24,Cecilia Wikström,12,18,FP,KD,1,M,KD,M,1,Västra Hulan - Bråta,33,FP,20,,,
,3,Tomas Tobé,M,Anders Wijkman,39,Fredrik Reinfeldt,132,88,14410102,20,18,Cecilia Wikström,12,,FP,KD,,M,KD,M,1,Östra Hulan - Öxeryd,32,FP,20,,,
,3,Jan Björklund,FP,Anders Borg,45,Fredrik Reinfeldt,145,64,14410103,16,,Cecilia Wikström,13,22,FP,M,,M,,M,,Rydsberg - Almekärr,33,FP,24,,,
,,Tomas Tobé,M,Anders Borg,50,Fredrik Reinfeldt,175,47,14410104,,,Carl Bildt,16,20,,M,,M,,M,,Ljungsbacken - Stamsjön,28,M,29,,,
,2,Jan Björklund,FP,Anders Borg,35,Fredrik Reinfeldt,160,61,14410105,,15,Cecilia Wikström,14,23,FP,M,,M,,M,,Södra Lerum - Slätthult,31,FP,24,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,119,101,14410106,19,21,Cecilia Wikström,12,14,FP,KD,1,M,KD,M,1,Centrala Lerum,24,FP,20,,,
,2,Jan Björklund,FP,Anders Borg,45,Fredrik Reinfeldt,174,45,14410107,,,Cecilia Wikström,14,25,FP,M,,M,,M,,Norra Aspenäs - Axåsen,32,FP,28,,,
,3,Jan Björklund,FP,Anders Borg,50,Fredrik Reinfeldt,168,45,14410108,,,Cecilia Wikström,13,23,FP,M,,M,,M,,Södra Aspenäs - Torpadal,31,FP,32,,,
,3,Jan Björklund,FP,Anders Borg,42,Fredrik Reinfeldt,133,71,14410109,18,,Cecilia Wikström,13,24,FP,M,,M,,M,,Södra Hallsås,33,FP,28,,,
,3,Tomas Tobé,M,Anders Wijkman,43,Fredrik Reinfeldt,127,75,14410110,,21,Cecilia Wikström,11,19,FP,KD,,M,KD,M,2,Norra Hallsås - Höjden,36,FP,28,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,112,106,14410111,27,25,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,Stenkullen - Hedefors,34,MP,20,,,
,4,Tomas Tobé,M,Anders Wijkman,44,Fredrik Reinfeldt,118,82,14410212,16,,Cecilia Wikström,10,26,FP,KD,,M,KD,M,2,Uddared - Oryd,35,FP,28,,,
,3,Tomas Tobé,M,Anders Wijkman,32,Fredrik Reinfeldt,123,80,14410213,21,19,Cecilia Wikström,11,17,FP,KD,,M,KD,M,2,Centrala Floda - Nordåsen,33,FP,24,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,32,Fredrik Reinfeldt,114,98,14410214,21,24,Bodil Ceballos,3,,M,FP,1,MP,FP,M,2,Drängsered - Hästhagen,36,MP,24,,,
,3,Tomas Tobé,M,Anders Wijkman,41,Fredrik Reinfeldt,121,77,14410215,19,18,Cecilia Wikström,11,16,FP,KD,,M,KD,M,2,Hyltorna - Öjared,28,FP,29,,,
,3,Tomas Tobé,M,Anders Wijkman,32,Fredrik Reinfeldt,122,78,14410216,21,24,Cecilia Wikström,11,15,FP,KD,,M,KD,M,2,Berghult - Ryggebol,31,FP,26,,,
,3,Tomas Tobé,M,Anders Wijkman,42,Fredrik Reinfeldt,123,89,14410217,18,20,Cecilia Wikström,11,,FP,KD,,M,KD,M,2,Kyrkmossen - Lindskogen,32,FP,25,,,
KD,7,Göran Hägglund,KD,Birgitta Olsson,33,Fredrik Reinfeldt,87,82,14410218,43,17,Bodil Ceballos,5,,M,FP,2,MP,FP,M,2,Tollered - Norsesund,60,MP,27,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,26,Fredrik Reinfeldt,115,97,14410319,17,27,Cecilia Wikström,11,19,FP,KD,1,M,KD,M,2,Olstorp,23,FP,25,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,27,Stefan Löfven,103,114,14410320,21,29,Cecilia Wikström,12,18,V,V,2,S,MP,S,1,Stannum - Ljungvik,21,FP,16,,,
,3,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,125,83,14410321,16,24,Cecilia Wikström,11,,FP,KD,,M,KD,M,2,Aggetorp - Björboholm,37,FP,30,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,30,Stefan Löfven,93,124,14410322,22,34,Cecilia Wikström,12,,V,V,2,S,MP,S,1,Centrala Gråbo,23,FP,23,,,
,3,Tomas Tobé,M,Anders Wijkman,41,Fredrik Reinfeldt,113,92,14410323,,24,Cecilia Wikström,10,18,FP,KD,,M,KD,M,3,Brattås - Hjällsnäs,29,FP,32,,,
FP,3,Jan Björklund,FP,Åsa Romson,21,Stefan Löfven,94,97,14410424,30,20,Hans Linde,10,34,V,MP,1,S,MP,S,2,Sjövik,27,V,26,,,
C,2,Jan Björklund,FP,Martin Ådahl,28,Fredrik Reinfeldt,75,77,14420101,17,24,Göran Hägglund,6,52,FP,C,4,M,KD,M,4,Lena M. Fl. Förs,19,KD,57,,,
,2,Tomas Tobé,M,Birgitta Olsson,26,Fredrik Reinfeldt,80,77,14420402,,22,Göran Hägglund,7,48,FP,FP,,M,KD,M,7,Hol M Fl. Förs,20,KD,76,,,
,3,Tomas Tobé,M,Birgitta Olsson,33,Fredrik Reinfeldt,89,59,14420703,,20,Göran Hägglund,8,63,FP,FP,,M,KD,M,5,Nårunga-Ornunga,26,KD,59,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,28,Stefan Löfven,83,116,14421305,18,19,Bodil Ceballos,11,31,V,FP,2,S,MP,S,2,Algutstorp-Landa,27,MP,27,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,41,Fredrik Reinfeldt,93,96,14421407,,15,Cecilia Wikström,7,45,FP,KD,3,M,KD,M,3,Kullings-Skövde 1,20,FP,39,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,20,Stefan Löfven,78,149,14421408,,23,Bodil Ceballos,14,30,MP,FP,,S,FP,S,1,Kullings-Skövde 2,19,MP,30,,,
C,2,Ulrika Carlsson,C,Birgitta Olsson,31,Fredrik Reinfeldt,84,102,14421409,16,22,Göran Hägglund,8,29,FP,FP,2,M,KD,M,4,Kullings-Skövde 3,23,KD,42,,,
KD,10,Göran Hägglund,KD,Åsa Romson,25,Fredrik Reinfeldt,98,106,14430201,16,41,Cecilia Wikström,1,23,M,MP,1,MP,FP,M,2,Olsfors,17,FP,23,,,
,2,Tomas Tobé,M,Anders Wijkman,25,Fredrik Reinfeldt,133,79,14430202,16,28,Cecilia Wikström,13,23,FP,KD,,M,KD,M,1,Bollebygd Väst,23,FP,22,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,25,Fredrik Reinfeldt,114,102,14430203,19,27,Cecilia Wikström,12,18,FP,KD,1,M,KD,M,1,Bollebygd Syd,26,FP,18,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,25,Fredrik Reinfeldt,127,109,14430204,,25,Cecilia Wikström,12,21,FP,KD,1,M,KD,M,1,Bollebygd Öst,21,FP,21,,,
C,0,Jan Björklund,FP,Anders Wijkman,16,Fredrik Reinfeldt,102,76,14430205,20,25,Fredrick Federley,9,53,FP,KD,4,M,KD,M,3,Töllsjö,17,C,40,,,
C,0,Jan Björklund,FP,Anders Wijkman,15,Fredrik Reinfeldt,106,90,14440404,15,29,Fredrick Federley,9,75,FP,KD,6,M,KD,M,1,Grästorps Landsbygd,,C,19,,,
,1,Tomas Tobé,M,Birgitta Olsson,20,Fredrik Reinfeldt,130,136,14440503,,23,Fredrick Federley,12,40,FP,FP,,M,C,M,3,Grästorps Norra,,C,,,,
,2,Tomas Tobé,M,Birgitta Olsson,25,Fredrik Reinfeldt,123,122,14440906,,19,Fredrick Federley,11,42,FP,FP,,M,C,M,3,Grästorps Södra,18,C,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,17,Fredrik Reinfeldt,105,112,14450101,15,26,Fredrick Federley,10,54,FP,FP,4,M,KD,M,1,Bredöl,,C,20,,,
C,1,Jan Björklund,FP,Martin Ådahl,24,Fredrik Reinfeldt,120,124,14450403,,22,Göran Hägglund,11,31,FP,C,2,M,KD,M,2,Nossebro,,KD,28,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,127,85,14450606,16,19,Fredrick Federley,10,62,KD,KD,,M,C,M,5,Jonslund,17,C,23,,,
,3,Tomas Tobé,M,Anders Wijkman,36,Fredrik Reinfeldt,108,129,14460101,,19,Cecilia Wikström,10,26,FP,KD,,M,KD,M,3,Karlsborgs V och ö,,FP,31,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,36,Fredrik Reinfeldt,113,130,14460108,,24,Cecilia Wikström,11,22,FP,KD,1,M,KD,M,1,Karlsborgs N och Undenäs Sö,,FP,24,,,
C,1,Jan Björklund,FP,Anders Wijkman,18,Fredrik Reinfeldt,84,109,14460304,15,16,Fredrick Federley,8,63,FP,KD,5,M,KD,M,2,Mölltorp och Brevik,19,C,25,,,
,5,Ibrahim Baylan,S,Martin Ådahl,18,Stefan Löfven,76,101,14460405,16,30,Carl Bildt,6,85,M,C,,S,C,S,5,Undenäs Norra,23,M,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,71,161,14460407,,23,Bodil Ceballos,16,41,MP,S,,S,,S,,Undenäs Västra,18,MP,17,,,
,,Ibrahim Baylan,S,Magdalena Andersson,21,Stefan Löfven,57,206,14470101,19,21,Jan Eliasson,16,25,,S,,S,,S,,Amnehärads Norra,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,77,184,14470102,19,28,Jan Eliasson,16,,,S,,S,,S,,Amnehärads Södra,,S,21,,,
,2,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,109,131,14470203,,21,Fredrick Federley,10,41,KD,KD,,M,C,M,4,Hova Norra,19,C,28,,,
SD,1,Göran Hägglund,KD,Björn Söder,,Fredrik Reinfeldt,98,140,14470204,27,24,Fredrick Federley,10,42,KD,SD,2,M,C,M,3,Hova Östra,,C,18,,,
C,1,Jan Björklund,FP,Martin Ådahl,21,Fredrik Reinfeldt,105,130,14470206,20,17,Göran Hägglund,11,28,FP,C,2,M,KD,M,2,Hova Södra,,KD,28,,,
FP,1,Jan Björklund,FP,Åsa Romson,17,Stefan Löfven,91,132,14470305,22,29,Hans Linde,13,38,V,MP,1,S,MP,S,1,Södra Råda,20,V,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,20,Fredrik Reinfeldt,107,131,14520104,,20,Fredrick Federley,11,33,FP,FP,3,M,KD,M,1,Tranemo Östra,20,C,18,,,
,2,Ibrahim Baylan,S,Birgitta Olsson,23,Stefan Löfven,96,125,14520108,,26,Bodil Ceballos,12,34,MP,FP,,S,FP,S,2,Tranemo Västra,30,MP,15,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,20,Stefan Löfven,94,143,14520113,,29,Bodil Ceballos,14,26,MP,FP,,S,FP,S,1,Tranemo-Gudarp,21,MP,16,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,33,Fredrik Reinfeldt,101,83,14520201,,20,Fredrick Federley,7,76,FP,FP,5,M,KD,M,2,Ambjörnarp-Sjötofta,,C,36,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,24,Fredrik Reinfeldt,104,107,14520409,,23,Fredrick Federley,9,76,FP,FP,6,M,KD,M,0,Grimsås,,C,15,,,
,,Ibrahim Baylan,S,Magdalena Andersson,23,Stefan Löfven,70,181,14520505,,36,Jan Eliasson,16,20,,S,,S,,S,,Limmared,,S,19,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,129,98,14520606,,34,Fredrick Federley,10,68,KD,KD,,M,C,M,5,Länghem,,C,20,,,
C,1,Jan Björklund,FP,Anders Wijkman,24,Fredrik Reinfeldt,92,105,14521012,,19,Fredrick Federley,7,79,FP,KD,6,M,KD,M,2,Dalstorp,,C,30,,,
C,1,Jan Björklund,FP,Anders Wijkman,19,Fredrik Reinfeldt,99,128,14600101,,26,Fredrick Federley,9,50,FP,KD,4,M,KD,M,2,Nordvästra,,C,27,,,
,1,Ibrahim Baylan,S,Åsa Romson,26,Stefan Löfven,93,152,14600102,,,Cecilia Wikström,13,37,MP,MP,,S,FP,S,2,Norra,15,FP,26,,,
,0,Rossana Dinamarca,V,Magdalena Andersson,16,Stefan Löfven,74,166,14600613,18,23,Hans Linde,16,34,V,S,,S,,S,,Nordöstra,,V,18,,,
,2,Mats Pertoft,MP,Magdalena Andersson,16,Stefan Löfven,58,148,14600616,27,18,Bodil Ceballos,14,24,MP,S,,S,,S,,Sydöstra,39,MP,19,,,
,1,Tomas Tobé,M,Birgitta Olsson,18,Fredrik Reinfeldt,106,119,14600919,26,25,Fredrick Federley,10,55,FP,FP,,M,C,M,5,Sydvästra,,C,,,,
